b508b3e08263e04ccfbee888d680ce1e29feae16b44406f4f81f095d02e8d8a7
"FileVersion	""2.0"""
"EcoStruxureOperatorTerminalExpert	""3.5.100"""
"Date	Time	AIR_OUT_1	QF	AIR_OUT_2	QF	AIR_OUT_3	QF	AIR_OUT_4	QF	BATCH_NAME	QF	H_COOLING_4	QF	H_DRY_1	QF	H_DRY_2	QF	H_DRY_3	QF	M_COOLING_4	QF	M_DRY_1	QF	M_DRY_2	QF	M_DRY_3	QF	TEMP_AIR_IN	QF	TEMP_PRODUCT_1	QF	TEMP_PRODUCT_2	QF	TEMP_PRODUCT_3	QF	T_CLEAN_ON_1	QF	T_CLEAN_ON_2	QF	T_CLEAN_ON_3	QF	T_CLEAN_ON_4	QF	T_PAUSE_CLEAN_1	QF	T_PAUSE_CLEAN_2	QF	T_PAUSE_CLEAN_3	QF	T_PAUSE_CLEAN_4	QF"
"06/23/2025	""12:27:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:28:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:29:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:30:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:31:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:32:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:33:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:34:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:35:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:36:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:37:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:38:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:39:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:40:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:41:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:42:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:43:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:44:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:45:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:46:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:47:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:48:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:49:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:50:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:51:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:52:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:53:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:54:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:55:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:56:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:57:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:58:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""12:59:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:00:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:01:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:02:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:03:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:04:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:05:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:06:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.356800079346	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:07:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.256000518799	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:08:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.256000518799	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:09:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.256000518799	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:10:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.256000518799	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:11:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.256000518799	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:12:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.256000518799	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:13:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.256000518799	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:14:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.256000518799	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:15:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.256000518799	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:16:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.256000518799	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:17:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.256000518799	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:18:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.256000518799	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:19:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.256000518799	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:20:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.256000518799	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
"06/23/2025	""13:21:10""	50	0	45	0	40	0	42	0	""BATCH_TEST""	0	0	0	0	0	1	0	0	0	50	0	30	0	0	0	15	0	32.099998474121	0	32.600002288818	0	32.218997955322	0	32.256000518799	0	15	0	20	0	20	0	25	0	30	0	40	0	60	0	55	0"
